STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DPNP,DPNT,TPCP,MMXT,MMNT,MNTM
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200905,4.37,-9999,5.90,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200906,0.13,-9999,0.68,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200907,-0.13,-9999,0.00,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200908,-0.16,-9999,0.00,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200909,-0.50,-9999,0.34,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200910,0.20,-9999,2.51,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200911,-3.53,-9999,2.24,-9999,-9999,-9999
COOP:041916,COLGATE P H CA US,181.4,39.33083,-121.19222,200912,-0.39,-9999,5.84,-9999,-9999,-9999
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200801,-9999,-2.1,15.34,51.0,33.5,42.3
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200802,-7.52,1.3,2.01,56.2,35.8,46.0
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200803,-8.29,6.2,0.09,63.3,40.4,51.9
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200804,-2.34,3.7,0.00,65.9,42.9,54.4
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200805,1.02,-1.5,1.99,66.5,45.6,56.1
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200806,-0.26,4.4,0.00,82.1,60.4,71.3
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200807,-0.08,2.5,0.00,85.5,64.9,75.2
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200808,-0.29,3.0,0.00,86.1,64.4,75.3
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200809,-1.00,5.1,0.01,84.2,61.3,72.8
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200810,-1.42,5.1,0.12,75.6,53.8,64.7
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200811,0.45,6.3,3.68,66.9,46.7,56.8
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200812,-1.47,-0.5,3.31,55.1,34.5,44.8
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200901,-9999,7.0,0.69,60.5,42.2,51.4
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200902,-9999,-1.2,3.11,52.6,34.3,43.5
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200903,-9999,1.6,0.09,57.7,36.8,47.3
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200904,-2.26,-0.3,0.08,61.7,39.0,50.4
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200905,-9999,9.9,0.00,79.2,55.8,67.5
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200906,-0.25,-6.6,0.01,70.5,50.1,60.3
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200907,-0.08,3.6,0.00,86.3,66.3,76.3
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200908,-0.29,1.6,0.00,84.7,63.1,73.9
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200909,-1.01,5.7,0.00,84.5,62.3,73.4
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200910,2.34,-2.0,3.88,68.6,46.6,57.6
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200911,-3.22,4.5,0.01,65.4,44.6,55.0
COOP:046006,MOUNT WILSON CBS CA US,1740.4,34.2308,-118.0711,200912,0.09,-1.1,4.87,53.5,34.8,44.2
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200801,0.88,-0.1,5.08,56.6,40.0,48.3
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200802,-1.62,-0.1,2.42,62.3,40.9,51.6
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200804,-1.07,-9999,0.00,-9999,-9999,-9999
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200805,-0.43,-1.4,0.00,71.5,48.6,60.1
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200806,-9999,-9999,0.00,-9999,-9999,-9999
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200812,-9999,-9999,3.86,-9999,-9999,-9999
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200901,-9999,-9999,1.22,-9999,-9999,-9999
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200902,0.93,0.2,4.97,60.7,43.0,51.9
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200903,-1.31,-0.5,2.06,63.4,44.4,53.9
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200904,-9999,-2.2,0.13,64.3,46.4,55.4
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200905,0.00,1.4,0.43,74.4,51.3,62.9
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200906,-0.04,-0.3,0.06,76.3,54.4,65.4
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200907,-0.02,-0.3,0.01,79.8,55.5,67.7
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200908,-0.10,1.7,0.00,82.2,56.7,69.5
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200909,0.03,2.4,0.24,81.2,55.4,68.3
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200910,2.82,-0.1,3.88,71.3,50.3,60.8
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200911,-2.49,0.7,0.13,65.0,42.5,53.8
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,200912,-0.68,0.1,2.25,56.4,39.8,48.1
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200801,-0.88,-6.7,7.89,45.2,32.1,38.7
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200802,-4.71,-5.3,3.72,50.9,33.5,42.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200803,-6.27,-2.2,1.43,57.2,37.1,47.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200804,-2.77,-2.5,0.42,63.7,39.5,51.6
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200805,-1.68,2.1,0.02,76.1,50.1,63.1
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200806,-0.59,0.1,0.00,84.1,54.2,69.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200807,-0.19,0.5,0.00,90.8,60.6,75.7
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200808,-0.23,1.2,0.00,90.5,60.2,75.4
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200809,-1.08,2.0,0.00,85.9,57.0,71.5
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200810,-1.26,0.0,1.32,72.6,49.2,60.9
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200811,-3.05,1.3,3.39,59.7,42.3,51.0
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200812,-2.00,-3.7,5.02,49.1,33.3,41.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200901,-7.30,3.8,1.47,59.9,38.4,49.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200902,-0.60,-4.1,7.83,51.5,35.3,43.4
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200903,-4.69,-3.1,3.01,56.3,36.2,46.3
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200904,-2.29,-3.2,0.90,62.8,38.9,50.9
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200905,2.14,3.2,3.84,75.8,52.6,64.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200906,-0.26,-2.8,0.33,78.6,53.9,66.3
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200907,-0.19,2.2,0.00,92.0,62.8,77.4
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200908,-0.20,0.9,0.03,89.1,61.0,75.1
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200910,1.35,-1.7,3.93,70.5,47.9,59.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200911,-4.51,4.4,1.93,64.8,43.4,54.1
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,200912,-1.47,-0.3,5.55,52.7,36.5,44.6
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200801,3.94,-2.5,4.82,48.0,22.9,35.5
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200802,0.27,-9999,1.24,-9999,-9999,-9999
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200803,-0.62,0.6,0.00,66.5,30.1,48.3
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200804,-0.24,-0.4,0.00,73.1,34.2,53.7
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200805,-0.11,-1.6,0.15,78.6,43.1,60.9
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200806,-0.21,-0.2,0.00,92.7,49.1,70.9
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200807,-0.02,1.3,0.15,99.5,56.6,78.1
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200808,-0.13,1.9,0.00,98.9,54.4,76.7
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200809,-0.20,-0.1,0.08,89.2,45.2,67.2
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200810,-0.20,-0.3,0.00,77.0,35.6,56.3
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200811,0.26,5.1,0.70,67.4,32.4,49.9
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200812,-0.01,-4.0,0.61,49.6,18.3,34.0
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200901,-0.85,4.5,0.03,59.3,25.6,42.5
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200902,-0.44,-2.6,0.53,55.4,24.2,39.8
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200903,-0.58,-1.0,0.04,65.3,28.0,46.7
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200904,-0.22,-1.4,0.02,72.1,33.3,52.7
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200905,-0.14,6.1,0.12,87.7,49.4,68.6
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200906,0.37,-3.1,0.58,85.8,50.1,68.0
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200907,-0.06,1.9,0.11,100.5,56.9,78.7
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200908,-0.01,-0.8,0.12,94.7,53.3,74.0
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200909,-0.27,2.8,0.01,91.6,48.6,70.1
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200910,1.57,-2.1,1.77,72.4,36.6,54.5
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200911,-0.37,0.6,0.07,64.4,26.3,45.4
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.37111,-118.35806,200912,0.68,-3.1,1.30,48.4,21.3,34.9
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200801,1.90,-2.7,3.59,34.1,6.3,20.2
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200802,0.00,-1.1,1.89,40.8,6.2,23.5
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200803,-9999,0.7,0.52,44.4,13.6,29.0
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200804,-0.89,0.4,0.00,51.8,17.7,34.8
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200805,1.67,-0.3,2.47,59.3,25.0,42.2
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200806,-0.78,1.1,0.02,72.0,30.6,51.3
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200807,-0.87,2.8,0.00,79.7,37.7,58.7
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200808,-0.53,2.0,0.00,79.2,34.6,56.9
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200809,-0.61,0.2,0.00,71.7,25.4,48.6
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200810,-0.17,-0.4,0.50,61.4,17.0,39.2
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200811,-0.42,4.3,0.77,53.4,15.6,34.5
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200812,0.11,-0.7,1.41,41.6,4.2,22.9
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200901,-9999,4.5,0.70,46.7,8.1,27.4
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200902,-9999,-2.7,0.58,38.4,5.3,21.9
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200903,0.12,-2.4,1.81,42.8,9.0,25.9
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200904,-9999,-0.9,0.56,50.7,16.3,33.5
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200905,-0.43,4.5,0.37,66.8,27.1,47.0
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200906,1.05,-2.2,1.85,64.7,31.2,48.0
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200907,-0.59,1.9,0.28,79.2,36.3,57.8
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200908,-0.14,-1.1,0.39,75.0,32.5,53.8
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200909,-9999,4.4,0.02,75.5,30.1,52.8
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200910,0.46,-2.4,1.13,55.3,19.0,37.2
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200911,-1.02,1.4,0.17,51.9,11.3,31.6
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,200912,-9999,-1.3,0.90,39.7,4.8,22.3
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200801,1.94,-9999,12.80,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200802,-5.41,-9999,4.96,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200803,-8.46,-9999,1.29,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200804,-3.78,-9999,1.16,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200805,-2.38,-9999,0.93,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200806,-1.15,-9999,0.13,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200807,-0.19,-9999,0.00,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200808,-0.39,-9999,0.14,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200809,-1.70,-9999,0.00,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200810,-0.14,-9999,3.81,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200811,-3.62,-9999,4.78,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.79556,-121.935,200812,-9999,-9999,5.61,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.7955,-121.935,200904,-2.61,-9999,2.33,-9999,-9999,-9999
COOP:047581,ROUND MOUNTAIN CA US,640.1,40.7955,-121.935,200905,0.45,-9999,3.76,-9999,-9999,-9999
