STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DPNP,DPNT,TPCP,MMXT,MMNT,MNTM
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200001,2.17,4.7,5.35,58.9,40.6,49.8
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200002,5.98,2.7,8.56,61.5,44.8,53.2
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200003,-1.65,2.4,1.10,69.2,43.6,56.4
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200004,-0.01,3.4,1.27,76.8,47.4,62.1
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200005,0.50,1.6,0.83,80.3,52.6,66.5
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200006,-9999,3.0,0.00,90.8,56.2,73.5
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200007,-0.07,-2.3,0.00,88.2,54.9,71.6
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200009,-0.26,1.4,0.10,87.6,55.0,71.3
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200010,1.65,-0.1,2.60,75.5,49.5,62.5
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200011,-1.79,-3.1,0.94,59.5,38.9,49.2
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200012,-2.13,1.8,0.56,56.5,37.0,46.8
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200101,0.48,0.1,3.66,56.0,34.4,45.2
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200102,1.48,-0.8,4.06,60.1,39.3,49.7
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200103,-0.82,3.8,1.93,70.8,44.8,57.8
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200104,0.68,-0.8,1.96,71.8,43.9,57.9
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200105,-0.33,7.3,0.00,89.8,54.5,72.2
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200106,0.00,3.4,0.12,90.8,57.0,73.9
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200107,-0.07,-0.1,0.00,90.5,57.1,73.8
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200108,-0.07,1.8,0.00,92.4,57.2,74.8
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200109,-0.05,1.1,0.31,87.2,54.7,71.0
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200110,-0.48,3.7,0.47,81.9,50.6,66.3
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,200111,0.04,2.9,2.77,65.6,44.8,55.2
