STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DPNP,DPNT,TPCP,MMXT,MMNT,MNTM
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201001,0.17,2.9,3.73,55.3,42.7,49.0
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201002,0.93,1.4,4.22,61.7,43.2,52.5
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201003,-0.94,0.6,2.05,67.4,43.2,55.3
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201004,1.62,-1.5,2.78,69.6,46.4,58.0
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201005,-0.09,-3.2,0.52,76.2,47.7,62.0
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201006,-0.13,2.3,0.00,87.3,58.5,72.9
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201007,-0.06,-9999,0.00,-9999,-9999,-9999
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201008,-0.08,-0.6,0.00,89.8,55.0,72.4
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201009,-0.34,2.2,0.00,88.6,56.3,72.5
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201010,0.55,1.3,1.60,77.0,52.0,64.5
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201011,1.31,-9999,3.66,64.7,-9999,-9999
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201012,3.09,5.9,5.69,58.0,44.7,51.4
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201001,4.24,-9999,9.74,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201002,1.37,-9999,5.74,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201003,-0.21,-9999,4.04,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201004,1.01,-9999,3.11,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201005,0.07,-9999,1.84,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201006,-0.57,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201007,-0.22,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201008,-0.14,-9999,0.15,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201009,1.14,-9999,2.30,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201010,2.83,-9999,4.57,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201011,-0.40,-9999,3.11,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.14333,201012,5.20,-9999,9.50,-9999,-9999,-9999
