STATION,DATE,DPNP,TPCP
46154,200004,-9999,1.37
46154,200005,-9999,0
46154,200006,-9999,0.01
46154,200007,-9999,0
46154,200009,-9999,0
46154,200010,-9999,0.44
46154,200011,-9999,0
46154,200012,-9999,0
46154,200101,-9999,2.76
46154,200102,-9999,4.32
46154,200103,-9999,3.05
46154,200104,-9999,0.86
46154,200105,-9999,0
46154,200106,-9999,0
46154,200107,-9999,0
46154,200108,-9999,0
46154,200109,-9999,0
46154,200110,-9999,0.24
46154,200111,-9999,1.06
46154,200112,-9999,0.86
46154,200201,-1.03,0.4
46154,200202,-1.75,0
46154,200203,-1.47,0.24
46154,200204,0,0.43
46154,200205,-0.16,0.1
46154,200206,-0.05,0
46154,200207,-0.07,0
46154,200208,-0.1,0
46154,200209,-0.21,0.12
46154,200210,-0.3,0
46154,200211,0.05,0.71
46154,200212,1.01,2.02
46154,200301,-1.43,0
46154,200302,0.4,2.15
46154,200303,-9999,0.73
46154,200304,0.29,0.72
46154,200305,0.3,0.56
46154,200306,-0.05,0
46154,200307,0.6,0.67
46154,200308,-0.1,0
46154,200309,-0.33,0
46154,200310,-0.3,0
46154,200311,-0.1,0.56
46154,200312,-0.24,0.77
46154,200401,-1.19,0.24
46154,200402,0.39,2.14
46154,200403,-1.61,0.1
46154,200404,-0.43,0
46154,200406,-0.05,0
46154,200407,-0.07,0
46154,200408,-0.1,0
46154,200409,-0.33,0
46154,200410,1.01,1.31
46154,200411,-0.65,0.01
46154,200412,0.34,1.35
46154,200501,0.99,2.42
46154,200502,-0.57,1.18
46154,200504,-0.2,0.23
46154,200505,0.42,0.68
46154,200506,-0.05,0
46154,200507,-0.07,0
46154,200508,-0.1,0
46154,200509,-0.33,0
46154,200510,-9999,-9999
46154,200511,-0.66,0
46154,200512,-9999,-9999
46154,200601,-9999,-9999
46154,200602,-0.99,0.76
46154,200605,-0.09,0.17
46154,200606,-0.05,0
46154,200612,-0.97,0.04
46154,200701,0.09,1.52
46154,200702,-0.15,1.6
46154,200703,-1.66,0.05
46154,200704,-0.42,0.01
46154,200705,-0.26,0
46154,200706,-0.05,0
46154,200707,-0.07,0
46154,200708,0,0.1
46154,200709,-0.23,0.1
46154,200710,-0.21,0.09
46154,200711,-0.25,0.41
46154,200712,-0.27,0.74
46154,200801,2.4,3.83
46154,200802,-1.47,0.28
46154,200803,-1.65,0.06
46154,200804,-0.36,0.07
46154,200805,0.03,0.29
46154,200806,-0.05,0
46154,200807,-0.07,0
46154,200808,-0.1,0
46154,200809,-0.33,0
46154,200810,-0.25,0.05
46154,200811,0.65,1.31
46154,200812,-0.17,0.84
46154,200901,-1.2,0.23
46154,200909,-0.33,0
46154,200910,-0.2,0.1
46154,200911,-0.56,0.1
46154,200912,0.38,1.39
46154,201001,1.95,3.38
46154,201002,-0.2,1.55
46154,201004,0.59,1.02
46154,201005,-0.26,0
46154,201007,-0.06,0.01
46154,201008,-0.1,0
46154,201009,-0.33,0
46154,201010,0.61,0.91
46154,201011,-0.5,0.16
46154,201012,3.13,4.14
46154,201101,-1.14,0.28
46154,201102,-9999,-9999
46154,201103,-9999,-9999
46154,201104,-0.23,0.2
46154,201105,-0.07,0.19
46154,201106,-0.05,0
46154,201107,-9999,-9999
46154,201108,-9999,-9999
46154,201109,-9999,-9999
46154,201110,-9999,-9999
46154,201111,0.1,0.76
46154,201112,-0.91,0.1
46154,201201,-9999,0
46154,201202,-9999,0.1
46154,201203,-9999,1.57
46154,201204,-9999,0.88
46154,201205,-9999,0
46154,201206,-9999,0
46154,201207,-9999,0
46154,201208,-9999,0
46154,201209,-9999,0.06
46154,201210,-9999,0
46154,201211,-9999,0.02
46154,201212,-9999,0.07
46154,201301,-1.44,0.12
46154,201302,-1.78,0
46154,201303,-1.19,0.37
46154,201304,-0.51,0
46154,201305,-0.23,0
46154,201306,-0.01,0
46154,201307,-0.09,0
46154,201308,-0.09,0
46154,201309,-0.45,0
46154,201310,-0.35,0
46154,201311,-0.56,0.06
46154,201312,-1.03,0.07
46154,201401,-1.56,0
46154,201402,-1.21,0.56
46154,201403,-1.26,0.3
46154,201404,-0.4,0.11
46154,201405,-0.21,0.02
46154,201406,-0.01,0
46154,201407,-0.09,0
46154,201408,-0.09,0
46154,201409,-0.45,0
46154,201410,-0.35,0
46154,201411,0.02,0.64
46154,201412,1.52,2.62
46154,201501,-0.94,0.62
46154,201502,-1.45,0.33
46154,201503,-1.38,0.18
46154,201504,-0.5,0.01
46154,201505,0.03,0.26
46154,201506,0.52,0.53
46154,201507,0.46,0.55
46154,201508,-0.09,0
46154,201509,-0.45,0
46154,201510,-0.34,0.01
46154,201511,-0.28,0.34
46161,200001,-9999,1.48
46161,200002,-9999,6.66
46161,200003,-9999,1.99
46161,200004,-9999,2.22
46161,200005,-9999,0
46161,200006,-9999,0
46161,200007,-9999,0
46161,200008,-9999,0.08
46161,200009,-9999,0.09
46161,200010,-9999,0.65
46161,200011,-9999,0
46161,200012,-9999,0
46161,200101,-9999,5.16
46161,200102,-9999,8.99
46161,200103,-9999,3.23
46161,200104,-9999,1.5
46161,200105,-9999,0
46161,200106,-9999,0
46161,200107,-9999,0
46161,200108,-9999,0
46161,200109,-9999,0
46161,200110,-9999,0
46161,200111,-9999,2.3
46161,200112,-9999,0.75
46161,200201,-9999,0.98
46161,200202,-9999,0.23
46161,200203,-9999,0.27
46161,200204,-9999,0
46161,200205,-9999,0.06
46161,200206,-9999,0
46161,200207,-9999,0
46161,200208,-9999,0
46161,200209,-9999,0
46161,200210,-9999,0
46161,200211,-9999,2.16
46161,200212,-9999,3.15
46161,200301,-9999,0
46161,200302,-9999,9.52
46161,200303,-9999,2.2
46161,200304,-9999,1.75
46161,200305,-9999,1.2
46161,200306,-9999,0
46161,200307,-9999,0.02
46161,200308,-9999,0
46161,200309,-9999,0
46161,200310,-9999,0.49
46161,200311,-9999,0.15
46161,200312,-9999,1.72
46161,200401,-9999,0.33
46161,200402,-9999,6.23
46161,200403,-9999,0.17
46161,200404,-9999,0.14
46161,200405,-9999,0
46161,200406,-9999,0
46161,200407,-9999,0
46161,200408,-9999,0
46161,200410,-9999,3.83
46161,200411,-9999,0
46161,200412,-9999,6.04
46161,200501,-9999,14.32
46161,200502,-9999,12.48
46161,200503,-9999,2.12
46161,200504,-9999,0.71
46161,200505,-9999,0.25
46161,200506,-9999,0
46161,200507,-9999,0
46161,200508,-9999,0
46161,200509,-9999,0.08
46161,200510,-9999,2.32
46161,200511,-9999,0.55
46161,200512,-9999,0.66
46161,200601,-9999,3.29
46161,200602,-9999,3.34
46161,200603,-9999,3.14
46161,200604,-9999,2.92
46161,200605,-9999,0.6
46161,200606,-9999,0
46161,200607,-9999,0
46161,200608,-9999,0
46161,200609,-9999,0
46161,200610,-9999,0.16
46161,200611,-9999,0
46161,200612,-9999,0.47
46161,200701,-9999,0.55
46161,200702,-9999,0.42
46161,200703,-9999,0
46161,200704,-9999,0.31
46161,200707,-9999,0
46161,200709,-9999,1.16
46161,200710,-9999,0.38
46161,200711,-9999,0.2
46161,200712,-9999,1.75
46161,200801,-9999,13.52
46161,200802,-9999,1.05
46161,200803,-9999,0.02
46161,200804,-9999,0
46161,200805,-9999,0.06
46161,200806,-9999,0
46161,200807,-9999,0
46161,200808,-9999,0
46161,200809,-9999,0
46161,200810,-9999,0
46161,200811,-9999,2.29
46161,200812,-9999,2.63
46161,200901,-9999,0.62
46161,200902,-9999,6.12
46161,200903,-9999,1.03
46161,200904,-9999,0.03
46161,200905,-9999,0
46161,200906,-9999,0
46161,200907,-9999,0
46161,200908,-9999,0
46161,200909,-9999,0
46161,200910,-9999,1.91
46161,200911,-9999,0.01
46161,200912,-9999,3.17
46161,201001,-9999,8.02
46161,201002,-9999,3.38
46161,201003,-9999,1.15
46161,201004,-9999,2.75
46161,201005,-9999,0
46161,201006,-9999,0
46161,201007,-9999,0
46161,201008,-9999,0
46161,201009,-9999,0
46161,201010,-9999,1.19
46161,201011,-9999,0.94
46161,201012,-9999,13.74
46161,201101,-9999,0.47
46161,201102,-9999,3.27
46161,201103,-9999,7.44
46161,201104,-9999,0.05
46161,201105,-9999,0.42
46161,201106,-9999,0.04
46161,201107,-9999,0.01
46161,201108,-9999,0
46161,201109,-9999,0
46161,201110,-9999,0.67
46161,201111,-9999,1.71
46161,201112,-9999,1.1
46161,201201,-9999,0.77
46161,201202,-9999,0.19
46161,201203,-9999,3.53
46161,201204,-9999,1.62
46161,201205,-9999,0
46161,201206,-9999,0
46161,201207,-9999,0
46161,201208,-9999,0.06
46161,201209,-9999,0
46161,201210,-9999,0.11
46161,201211,-9999,0.92
46161,201212,-9999,0.98
46161,201301,-2.77,1.62
46161,201302,-4.3,0.25
46161,201303,-2.06,0.8
46161,201304,-1.06,0
46161,201305,0.1,0.39
46161,201306,-9999,0
46161,201307,0.02,0.02
46161,201308,-0.01,0
46161,201309,-9999,0
46161,201310,-0.6,0.01
46161,201311,-1.41,0.12
46161,201312,-2.59,0.05
46162,200001,-2.39,1.14
46162,200002,-0.19,3.54
46162,200003,-1.54,1.42
46162,200004,0.85,2.04
46162,200005,-0.23,0
46162,200007,-0.02,0
46162,200008,0.03,0.16
46162,200106,-0.03,0
46162,200107,-0.02,0
46162,200111,0.19,2.84
46162,200112,-1.57,0.92
46168,200001,1.51,3.74
46168,200002,2.89,4.63
46168,200003,-0.73,0.81
46168,200004,0.52,1.3
46168,200005,0.07,0.27
46168,200006,0,0.05
46168,200007,-0.02,0
46168,200008,-0.04,0
46168,200010,1.52,2.07
46168,200011,-1.47,0.19
46168,200012,-1.39,0.1
46168,200101,1.3,3.53
46168,200102,0.29,2.03
46168,200103,0.6,2.14
46168,200104,0.15,0.93
46168,200105,-0.2,0
46168,200106,-0.05,0
46168,200107,-0.02,0
46168,200108,-0.04,0
46168,200109,-0.13,0.15
46168,200110,-0.5,0.05
46168,200111,0.05,1.71
46168,200112,1.64,3.13
46168,200201,-1.46,1.09
46168,200202,-1.7,0.48
46168,200203,-1.03,0.97
46168,200204,-0.51,0.12
46168,200205,-0.34,0.05
46168,200206,-0.04,0
46168,200207,-0.02,0
46168,200208,-0.02,0
46168,200209,-0.26,0.01
46168,200210,-0.61,0
46168,200211,1.08,2.31
46168,200212,2.23,3.74
46168,200301,-1.61,0.94
46168,200302,-1.09,1.09
46168,200303,-0.92,1.08
46168,200304,0.21,0.84
46168,200305,-0.02,0.37
46168,200306,-0.04,0
46168,200308,0.04,0.06
46168,200309,-0.27,0
46168,200310,-0.4,0.21
46168,200311,-0.62,0.61
46168,200312,2.14,3.65
46168,200401,-1.23,1.32
46168,200402,1.16,3.34
46168,200403,-1.88,0.12
46168,200404,-0.59,0.04
46168,200405,-9999,0.15
46168,200406,-0.04,0
46168,200407,-0.02,0
46168,200408,-0.02,0
46168,200409,0.02,0.29
46168,200410,1.14,1.75
46168,200411,0.27,1.5
46168,200412,1.81,3.32
46168,200501,0.23,2.78
46168,200502,1.09,3.27
46168,200503,-1.34,0.66
46168,200504,0.16,0.79
46168,200505,0.47,0.86
46168,200507,-0.02,0
46168,200508,-0.01,0.01
46168,200509,-0.04,0.23
46168,200510,-0.56,0.05
46168,200511,-1.02,0.21
46168,200512,1.53,3.04
46168,200601,-0.32,2.23
46168,200603,-9999,2.69
46168,200604,1.31,1.94
46168,200605,0.45,0.84
46168,200606,-0.04,0
46168,200607,-0.02,0
46168,200608,-0.02,0
46168,200609,-0.27,0
46168,200610,-0.35,0.26
46168,200611,-0.67,0.56
46168,200612,-0.27,1.24
46168,200701,-1.98,0.57
46168,200702,-1.26,0.92
46168,200703,-1.82,0.18
46168,200704,-0.09,0.54
46168,200705,-0.39,0
46168,200706,-0.04,0
46168,200707,-0.02,0
46168,200708,-0.02,0
46168,200709,-0.2,0.07
46168,200710,0.01,0.62
46168,200711,-0.79,0.44
46168,200712,-0.42,1.09
46168,200801,2.38,4.93
46168,200802,-0.5,1.68
46168,200803,-2,0
46168,200804,-0.63,0
46168,200805,-0.39,0
46168,200806,-0.04,0
46168,200807,-0.02,0
46168,200808,-0.02,0
46168,200809,-0.27,0
46168,200810,-0.3,0.31
46168,200811,-0.58,0.65
46168,200812,-0.5,1.01
46168,200901,-1.29,1.26
46168,200902,0.09,2.27
46168,200903,-1.79,0.21
46168,200904,-0.35,0.28
46168,200905,-0.09,0.3
46168,200906,0.35,0.39
46168,200907,-0.02,0
46168,200908,-0.02,0
46168,200909,-0.19,0.08
46168,200910,2.27,2.88
46168,200911,-0.45,0.78
46168,200912,0.01,1.52
46168,201001,1.35,3.9
46168,201002,0.45,2.63
46168,201003,-1.18,0.82
46168,201004,1.47,2.1
46168,201005,-0.05,0.34
46168,201006,-0.04,0
46168,201007,-0.02,0
46168,201008,-0.02,0
46168,201009,-0.27,0
46168,201010,0.07,0.68
46168,201011,0.79,2.02
46168,201012,1.81,3.32
46168,201101,-9999,-9999
46168,201102,-9999,-9999
46168,201103,-9999,-9999
46168,201104,-9999,-9999
46168,201105,-9999,-9999
46168,201106,-9999,-9999
46168,201107,-0.02,0
46168,201108,-0.02,0
46168,201109,-0.27,0
46168,201110,-9999,-9999
46168,201111,-9999,-9999
46168,201112,-9999,-9999
46168,201301,-1.54,1.08
46168,201302,-2.17,0.01
46168,201303,-1.29,0.48
46168,201304,-0.24,0.39
46168,201305,-0.44,0
46168,201306,-0.05,0
46168,201307,0,0
46168,201308,-9999,0
46168,201309,-0.22,0.02
46168,201310,-0.61,0
46168,201311,-0.54,0.69
46168,201312,-1.52,0.28
46168,201401,-2.29,0.33
46168,201402,0.4,2.58
46168,201403,-0.9,0.87
46168,201404,-0.19,0.44
46168,201405,-0.44,0
46168,201406,-0.05,0
46168,201407,0,0
46168,201408,-0.01,0
46168,201409,-0.18,0.06
46168,201410,-0.59,0.02
46168,201411,0.65,1.88
46168,201412,4.28,6.09
46168,201501,-2.62,0
46168,201502,-0.65,1.53
46168,201503,-1.77,0
46168,201504,-0.25,0.38
46168,201505,-0.44,0
46168,201506,-0.05,0
46168,201507,0.01,0.01
46168,201508,-0.01,0
46168,201509,-0.24,0
46168,201510,-0.16,0.45
46168,201511,0.87,2.1
46174,200001,-9999,9.02
46174,200002,-9999,11.27
46174,200003,-9999,2.44
46174,200004,-9999,2.6
46174,200005,-9999,2.27
46174,200006,-9999,0.45
46174,200007,-9999,0.01
46174,200008,-9999,0.06
46174,200009,-9999,0.5
46174,200010,-9999,5.49
46174,200011,-9999,0.54
46174,200012,-9999,0.77
46174,200101,-9999,4.97
46174,200102,-9999,4.96
46174,200103,-9999,3.12
46174,200104,-9999,2.9
46174,200105,-9999,0
46174,200106,-9999,0.05
46174,200107,-9999,0.05
46174,200108,-9999,0
46174,200109,-9999,0.17
46174,200110,-9999,0.73
46174,200111,-9999,3.74
46174,200112,-9999,8.39
46174,200201,-9999,3.18
46174,200202,-9999,1.93
46174,200203,-9999,3.95
46174,200204,-9999,0.97
46174,200205,-9999,1.03
46174,200206,-9999,0
46174,200207,-9999,0
46174,200208,-9999,0
46174,200209,-9999,0
46174,200210,-9999,0
46174,200211,-9999,4.08
46174,200212,-9999,8.44
46174,200301,-9999,1.16
46174,200302,-9999,1.91
46174,200303,-9999,1.85
46174,200304,-9999,5.87
46174,200305,-9999,0.89
46174,200306,-9999,0
46174,200307,-9999,0
46174,200308,-9999,0.74
46174,200309,-9999,0
46174,200310,-9999,0
46174,200311,-9999,2.21
46174,200312,-9999,8.02
46174,200401,-9999,2.81
46174,200402,-9999,5.61
46174,200403,-9999,1.03
46174,200404,-9999,0.08
46174,200405,-9999,0.23
46174,200406,-9999,0.01
46174,200407,-9999,0
46174,200408,-9999,0
46174,200409,-9999,0.19
46174,200410,-9999,3.95
46174,200411,-9999,2.75
46174,200412,-9999,6.18
46174,200501,-9999,11.38
46174,200502,-9999,4.4
46174,200503,-9999,7.68
46174,200504,-9999,1.92
46174,200505,-9999,2.99
46174,200506,-9999,0.29
46174,200507,-9999,0
46174,200508,-9999,0
46174,200509,-9999,1.29
46174,200510,-9999,0.66
46174,200511,-9999,1.26
46174,200512,-9999,10.71
46174,200601,-9999,6.16
46174,200602,-9999,2.93
46174,200603,-9999,9.37
46174,200604,-9999,8.21
46174,200605,-9999,1.34
46174,200607,-9999,0
46174,200608,-9999,0
46174,200609,-9999,0.06
46174,200610,-9999,0.93
46174,200611,-9999,2.17
46174,200612,-9999,4.55
46174,200701,-9999,1.34
46174,200702,-9999,7.18
46174,200703,-9999,1.36
46174,200704,-9999,2.03
46174,200705,-9999,0.82
46174,200706,-9999,0.01
46174,200707,-9999,0
46174,200708,-9999,0
46174,200709,-9999,0.3
46174,200710,-9999,1.58
46174,200711,-9999,0.75
46174,200712,-9999,5.16
46174,200801,-9999,9.01
46174,200802,-9999,4.07
46174,200803,-9999,0.4
46174,200804,-9999,0.06
46174,200805,-9999,0.57
46174,200806,-9999,0
46174,200807,-9999,0
46174,200808,-9999,0
46174,200809,-9999,0
46174,200810,-9999,0.41
46174,200811,-9999,2.87
46174,200812,-9999,4.06
46174,200901,-9999,3.5
46174,200902,-9999,5.25
46174,200903,-9999,4.3
46174,200904,-9999,0.93
46174,200905,-9999,2.16
46174,200906,-9999,0.16
46174,200907,-9999,0
46174,200908,-9999,0.02
46174,200909,-9999,0.43
46174,200910,-9999,2.35
46174,200911,-9999,0.89
46174,200912,-9999,4.61
46174,201001,-9999,8.07
46174,201002,-9999,5.4
46174,201003,-9999,3.57
46174,201004,-9999,6.16
46174,201005,-9999,2.19
46174,201006,-9999,0.05
46174,201007,-9999,0
46174,201008,-9999,0
46174,201009,-9999,0
46174,201010,-9999,4.19
46174,201011,-9999,6.42
46174,201012,-9999,11.51
46174,201101,-9999,2.37
46174,201102,-9999,4.92
46174,201103,-9999,11.71
46174,201104,-9999,0.52
46174,201105,-9999,1.98
46174,201106,-9999,2.95
46174,201107,-9999,0
46174,201108,-9999,0
46174,201109,-9999,0
46174,201110,-9999,2.62
46174,201111,-9999,3
46174,201112,-9999,0.08
46174,201201,-9999,4.04
46174,201202,-9999,1.99
46174,201203,-9999,6.18
46174,201204,-9999,4.19
46174,201205,-9999,0.03
46174,201206,-9999,0.41
46174,201207,-9999,0.1
46174,201208,-9999,0
46174,201209,-9999,0.3
46174,201210,-9999,0.53
46174,201211,-9999,3.88
46174,201212,-9999,9.02
46174,201301,-4.66,1.31
46174,201302,-4.15,0.8
46174,201303,-2.25,2.34
46174,201304,-1.18,1.35
46174,201305,-1.09,0.37
46174,201306,-0.07,0.21
46174,201307,-0.03,0
46174,201308,-0.04,0
46174,201309,-0.42,0
46174,201310,-1.1,0.38
46174,201311,-1.99,1.36
46174,201312,-4.21,0.67
46174,201401,-4.99,0.98
46174,201402,0.68,5.63
46174,201403,-0.02,4.57
46174,201404,-0.79,1.74
46174,201405,-0.47,0.99
46174,201406,-0.28,0
46174,201407,-0.03,0
46174,201408,-0.03,0.01
46174,201409,0.09,0.51
46174,201410,-1.04,0.44
46174,201411,-0.33,3.02
46174,201412,1.48,6.36
46174,201501,-5.92,0.05
46174,201502,-0.4,4.55
46174,201503,-4.09,0.5
46174,201504,0.8,3.33
46174,201505,-0.78,0.68
46174,201506,-0.27,0.01
46174,201507,-0.03,0
46174,201508,-0.04,0
46174,201509,-0.4,0.02
46174,201510,-0.23,1.25
46174,201511,0.56,3.91
46175,200001,-1.58,0.5
46175,200002,0.13,2.18
46175,200003,0.06,1.9
46175,200005,-0.17,0
46175,200006,-0.05,0
46175,200007,-0.01,0
46175,200008,-0.08,0.01
46175,200009,-0.29,0.07
46175,200010,1.39,1.57
46175,200011,-1.54,0.01
46175,200012,-1.57,0
46175,200101,2.86,4.94
46175,200102,2.66,4.71
46175,200103,-1.38,0.46
46175,200104,-0.24,0.66
46175,200105,-0.06,0.11
46175,200106,-0.02,0.03
46175,200107,-0.01,0
46175,200108,-0.09,0
46175,200109,-0.36,0
46175,200110,-0.18,0
46175,200111,0.13,1.68
46175,200112,-0.82,0.75
46175,200201,-2.49,0.11
46175,200202,-2.07,0.47
46175,200203,-1.72,0.53
46175,200204,-0.62,0.08
46175,200205,-0.14,0.04
46175,200206,-0.08,0
46175,200207,-0.02,0
46175,200208,-0.07,0.02
46175,200209,-0.3,0
46175,200210,-0.26,0.02
46175,200211,0.23,1.25
46175,200212,0.94,2.53
46175,200301,-2.6,0
46175,200302,0.69,3.23
46175,200303,0.9,3.15
46175,200304,0.28,0.98
46175,200305,0.39,0.57
46175,200306,-0.06,0.02
46175,200307,0.05,0.07
46175,200308,-0.09,0
46175,200309,-0.3,0
46175,200310,-0.28,0
46175,200311,-0.6,0.42
46175,200312,-1.11,0.48
46175,200401,-2.14,0.46
46175,200402,-0.01,2.53
46175,200403,-1.93,0.32
46175,200404,-0.09,0.61
46175,200405,-0.18,0
46175,200406,-0.08,0
46175,200407,-0.02,0
46175,200408,-0.09,0
46175,200409,-0.3,0
46175,200410,1.45,1.73
46175,200411,-0.37,0.65
46175,200412,0.59,2.18
46175,200501,0.87,3.47
46175,200502,3.44,5.98
46175,200503,-1.45,0.8
46175,200504,-9999,0.72
46175,200505,-0.12,0.06
46175,200506,-0.07,0.01
46175,200507,-0.02,0
46175,200508,-0.09,0
46175,200509,-0.14,0.16
46175,200510,0.21,0.49
46175,200511,-0.86,0.16
46175,200512,-1.16,0.43
46175,200601,-2.01,0.59
46175,200602,-1.91,0.63
46175,200604,0.81,1.51
46175,200605,0.1,0.28
46175,200606,-0.05,0.03
46175,200607,-0.02,0
46175,200608,-0.08,0.01
46175,200609,-0.3,0
46175,200610,-0.24,0.04
46175,200611,-0.89,0.13
46175,200612,-0.64,0.95
46175,200701,-2.53,0.07
46175,200702,-2.12,0.42
46175,200703,-2.19,0.06
46175,200705,-0.18,0
46175,200706,-0.08,0
46175,200707,-0.02,0
46175,200708,-0.09,0
46175,200709,-0.29,0.01
46175,200710,-0.2,0.08
46175,200711,-0.99,0.03
46175,200712,-0.86,0.73
46175,200801,-0.44,2.16
46175,200802,-1.46,1.08
46175,200803,-2.22,0.03
46175,200804,-0.66,0.04
46175,200805,0.15,0.33
46175,200806,-0.08,0
46175,200807,-0.02,0
46175,200808,-0.09,0
46175,200809,-0.28,0.02
46175,200810,-0.27,0.01
46175,200811,-0.74,0.28
46175,200812,0.28,1.87
46175,200901,-2.46,0.14
46175,200902,-0.03,2.51
46175,200903,-2.12,0.13
46175,200904,-0.65,0.05
46175,200905,-0.18,0
46175,200906,-0.01,0.07
46175,200907,-0.02,0
46175,201001,0.55,3.15
46175,201003,-1.97,0.28
46175,201004,0.26,0.96
46175,201006,-0.08,0
46175,201007,-0.02,0
46175,201008,-0.09,0
46175,201011,-0.14,0.88
46175,201012,4.16,5.75
46175,201101,-9999,0.59
46175,201102,-1.53,1.01
46175,201103,-1.38,0.87
46175,201104,-9999,0.51
46175,201105,-9999,0.44
46175,201106,-0.03,0.05
46175,201107,-0.01,0.01
46175,201108,-9999,0.01
46175,201109,-0.28,0.02
46175,201110,-0.08,0.2
46175,201111,-9999,0.85
46175,201112,-1.34,0.25
46175,201201,-9999,0.5
46175,201202,-9999,0.34
46175,201203,-9999,0.96
46175,201204,-9999,1.09
46175,201205,-9999,0.03
46175,201206,-9999,0.01
46175,201207,-9999,0.09
46175,201208,-9999,0
46175,201209,-9999,0
46175,201210,-9999,0.56
46175,201211,-9999,0.31
46175,201212,-9999,1.01
46175,201301,-1.34,0.73
46175,201302,-2.36,0.23
46175,201303,-1.37,0.3
46175,201304,-0.71,0.01
46175,201305,0.35,0.48
46175,201306,-0.07,0
46175,201307,-0.02,0
46175,201308,-0.02,0
46175,201309,-0.17,0
46175,201310,-0.25,0.13
46175,201311,-0.71,0.25
46175,201312,-1.51,0.31
46175,201401,-2.04,0.02
46175,201402,-1.67,0.92
46175,201403,-1.21,0.46
46175,201404,-0.48,0.24
46175,201405,-0.13,0
46175,201406,-0.07,0
46175,201407,-0.02,0
46175,201408,0,0.02
46175,201409,-0.17,0
46175,201410,-0.36,0.02
46175,201411,-0.72,0.24
46175,201412,-0.09,1.73
46175,201501,-1.8,0.27
46175,201502,-2.21,0.38
46175,201503,-1.26,0.41
46175,201504,-0.54,0.18
46175,201505,1.22,1.35
46175,201506,-0.07,0
46175,201507,0.04,0.06
46175,201508,-0.02,0
46175,201509,0.86,1.03
46175,201510,0.46,0.84
46175,201511,-0.84,0.12
46194,200001,1.4,5.09
46194,200002,4.3,7.12
46194,200003,-0.56,2.28
46194,200004,0.19,1.58
46194,200005,0.78,1.12
46194,200006,-0.13,0.09
46194,200007,-0.06,0
46194,200008,-0.07,0
46194,200009,-0.2,0.22
46194,200010,0.44,1.73
46194,200011,-2.42,0.75
46194,200012,-2.49,0.38
46194,200101,0,3.69
46194,200102,1.46,4.28
46194,200103,-0.97,1.87
46194,200104,-0.51,0.88
46194,200105,-0.34,0
46194,200106,-0.1,0.12
46194,200107,-0.06,0
46194,200108,-0.07,0
46194,200109,-0.19,0.23
46194,200110,-0.79,0.5
46194,200111,-0.58,2.59
46194,200112,2.8,5.67
46194,200201,-1.65,2.24
46194,200202,-2.71,0.74
46194,200203,-0.42,2.77
46194,200204,-1.03,0.23
46194,200205,0.78,1.37
46194,200207,-0.06,0
46194,200208,-0.05,0
46194,200209,-0.44,0
46194,200210,-1.12,0
46194,200211,-0.65,1.92
46194,200212,3.29,6.19
46194,200301,-1.6,2.29
46194,200302,-2.14,1.31
46194,200303,-0.68,2.51
46194,200304,1.67,2.93
46194,200305,0.45,1.04
46194,200306,-0.25,0
46194,200307,-0.06,0
46194,200308,0.35,0.4
46194,200309,-0.44,0
46194,200310,-1.12,0
46194,200311,-0.48,2.09
46194,200312,1.6,4.5
46194,200401,-1.61,2.28
46194,200402,1.6,5.05
46194,200403,-2.2,0.99
46194,200404,-1.15,0.11
46194,200405,-0.55,0.04
46194,200406,-0.25,0
46194,200407,-0.06,0
46194,200408,-0.05,0
46194,200409,-0.44,0
46194,200410,1.12,2.24
46194,200411,0.49,3.06
46194,200412,-0.02,2.88
46194,200501,0,3.89
46194,200502,-0.87,2.58
46194,200503,-1.24,1.95
46194,200504,-0.25,1.01
46194,200505,1.12,1.71
46194,200507,-0.06,0
46194,200508,-0.05,0
46194,200509,-0.36,0.08
46194,200510,-0.8,0.32
46194,200511,-0.25,2.32
46194,200512,4.72,7.62
46194,200601,-1.75,2.14
46194,200602,-1.38,2.07
46194,200603,1.5,4.69
46194,200604,2.37,3.63
46194,200605,-0.07,0.52
46194,200606,-0.25,0
46194,200607,-0.06,0
46194,200608,-0.05,0
46194,200609,-0.44,0
46194,200610,-1.02,0.1
46194,200611,-1.02,1.55
46194,200612,0.44,3.34
46194,200701,-3.86,0.03
46194,200702,-0.34,3.11
46194,200703,-2.86,0.33
46194,200704,-0.16,1.1
46194,200705,-0.42,0.17
46194,200706,-0.25,0
46194,200707,-0.06,0
46194,200708,-0.05,0
46194,200709,-0.13,0.31
46194,200710,0.43,1.55
46194,200711,-1.84,0.73
46194,200712,0.5,3.4
46194,200801,3,6.89
46194,200802,-1.43,2.02
46194,200803,-2.97,0.22
46194,200804,-1.21,0.05
46194,200805,-0.56,0.03
46194,200806,-0.25,0
46194,200807,-0.06,0
46194,200808,-0.05,0
46194,200809,-0.44,0
46194,200810,-0.67,0.45
46194,200811,0.07,2.64
46194,200812,-0.95,1.95
46194,200901,-2.76,1.13
46194,200902,0.68,4.13
46194,200903,-1.62,1.57
46194,200904,-0.79,0.47
46194,200905,0.77,1.36
46194,200906,-0.16,0.09
46194,200907,-0.06,0
46194,200908,-0.05,0
46194,200909,-0.28,0.16
46194,200910,1.15,2.27
46194,200911,-1.84,0.73
46194,200912,-1.23,1.67
46194,201001,1.25,5.14
46194,201002,-1.27,2.18
46194,201003,-1.3,1.89
