STATION,DATE,DPNP,TPCP
40014,200904,-0.51,0.08
40014,200905,-0.15,0.08
40014,200906,-0.05,0
40014,200907,-0.01,0
40014,200908,-0.12,0
40014,200909,-0.25,0
40014,200910,-0.11,0.32
40014,200911,-0.75,0.08
40014,200912,0.74,2.14
40014,201001,2.77,5.19
40014,201002,1.27,3.78
40014,201003,-2.11,0.31
40014,201004,0.39,0.98
40014,201005,-0.23,0
40014,201006,-0.05,0
40014,201007,-0.01,0
40014,201008,-0.12,0
40014,201009,-0.21,0.04
40014,201010,0.9,1.33
40014,201011,-0.23,0.6
40014,201012,5.68,7.08
40014,201104,-0.59,0
40014,201107,-0.01,0
40014,201108,-0.12,0
40014,201109,-0.25,0
40014,201205,-9999,0
40014,201206,-9999,0
40014,201207,-9999,0
40014,201208,-9999,0
40014,201209,-9999,0
40014,201212,-9999,1.29
40014,201301,-9999,0.63
40014,201302,-9999,0.44
40014,201303,-9999,0.82
40014,201304,-9999,0
40014,201305,-9999,0.31
40014,201306,-9999,0
40014,201307,-9999,0.04
40014,201308,-9999,0.27
40014,201309,-9999,0
40014,201310,-9999,0.12
40014,201311,-9999,0.93
40014,201312,-9999,0.11
40029,200001,1.2,3.36
40029,200002,0.4,2.07
40029,200003,0.4,2.08
40029,200004,0.01,1.23
40029,200005,-0.56,0.89
40029,200006,-0.16,0.76
40029,200007,-0.07,0.17
40029,200008,-0.51,0
40029,200009,-0.01,0.76
40029,200010,0.85,2.2
40029,200011,-1,0.97
40029,200012,-1.52,0.46
40029,200101,-1.72,0.44
40029,200102,-1.14,0.53
40029,200103,-1.09,0.59
40029,200104,-9999,1.13
40029,200105,-1.44,0.01
40029,200106,-0.66,0.26
40029,200107,-0.15,0.09
40029,200108,-0.51,0
40029,200109,0.14,0.91
40029,200110,-1.14,0.21
40029,200111,0.49,2.46
40029,200112,0.39,2.37
40029,200201,-0.35,1.62
40029,200202,-9999,1.22
40029,200203,-0.5,1.4
40029,200204,0.62,1.84
40029,200205,-1.12,0.46
40029,200206,-0.9,0.1
40029,200207,-0.37,0
40029,200208,-0.43,0
40029,200209,-0.87,0
40029,200210,-1.11,0.05
40029,200211,-0.13,1.69
40029,200212,0.65,2.37
40029,200301,-0.93,1.04
40029,200302,-1.06,0.78
40029,200303,0.38,2.28
40029,200304,1.97,3.19
40029,200305,0.11,1.69
40029,200306,-0.98,0.02
40029,200307,-0.37,0
40029,200308,0.26,0.69
40029,200309,-0.72,0.15
40029,200310,-1.16,0
40029,200311,0.09,1.91
40029,200312,2.66,4.38
40029,200401,-0.85,1.12
40029,200402,0.92,2.76
40029,200403,-1.4,0.5
40029,200404,-0.71,0.51
40029,200405,0.78,2.36
40029,200406,-0.4,0.6
40029,200407,-0.37,0
40029,200408,-0.32,0.11
40029,200409,-0.78,0.09
40029,200410,1.76,2.92
40029,200411,0.36,2.18
40029,200412,-9999,1.19
40029,200501,-1.19,0.78
40029,200502,-0.91,0.93
40029,200503,-0.45,1.45
40029,200504,0.31,1.53
40029,200505,3.33,4.91
40029,200506,-0.34,0.66
40029,200507,-0.37,0
40029,200508,-0.43,0
40029,200509,-0.5,0.37
40029,200510,-0.03,1.13
40029,200511,1.41,3.23
40029,200512,4.3,6.02
40029,200601,0.44,2.41
40029,200602,-0.49,1.35
40029,200603,0.67,2.57
40029,200604,1.53,2.75
40029,200605,-0.83,0.75
40029,200606,-9999,0.58
40029,200607,-0.25,0.12
40029,200608,-0.39,0.04
40029,200609,-0.86,0.01
40029,200610,-0.57,0.59
40029,200611,0.08,1.9
40029,200612,-0.69,1.03
40029,200701,-1.7,0.27
40029,200702,0.92,2.76
40029,200703,-1.18,0.72
40029,200704,-0.44,0.78
40029,200705,-1.17,0.41
40029,200706,-0.21,0.79
40029,200707,-0.05,0.32
40029,200708,-0.29,0.14
40029,200709,-0.37,0.5
40029,200710,0.27,1.43
40029,200711,-0.84,0.98
40029,200712,0.13,1.85
40029,200801,0.39,2.36
40029,200802,-0.95,0.89
40029,200803,-1.33,0.57
40029,200804,-0.8,0.42
40029,200805,-0.03,1.55
40029,200806,-0.83,0.17
40029,200807,-0.33,0.04
40029,200808,-0.15,0.28
40029,200809,-0.86,0.01
40029,200810,-0.66,0.5
40029,200811,-0.75,1.07
40029,200812,0.17,1.89
40029,200901,-0.81,1.16
40029,200902,-0.48,1.36
40029,200903,-0.64,1.26
40029,200904,0.93,2.15
40029,200905,-0.93,0.65
40029,200906,0.46,1.46
40029,200907,-0.36,0.01
40029,200908,-0.16,0.27
40029,200909,-0.87,0
40029,200910,-0.16,1
40029,200911,-0.34,1.48
40029,200912,-0.14,1.58
40029,201001,-0.83,1.14
40029,201002,-1.49,0.35
40029,201003,-0.11,1.79
40029,201004,0.72,1.94
40029,201005,-0.66,0.92
40029,201006,-0.36,0.64
40029,201007,-0.34,0.03
40029,201008,-0.05,0.38
40029,201009,-0.27,0.6
40029,201010,0.84,2
40029,201011,-0.46,1.36
40029,201012,2.45,4.17
40029,201101,-1.79,0.18
40029,201102,-0.4,1.44
40029,201103,0.89,2.79
40029,201104,1.01,2.23
40029,201105,0.57,2.16
40029,201106,-0.6,0.4
40029,201107,-0.36,0.01
40029,201108,-0.43,0
40029,201109,-0.8,0.07
40029,201110,-0.77,0.39
40029,201111,-0.97,0.85
40029,201112,-1.54,0.18
40029,201201,-9999,1.7
40029,201202,-9999,0.91
40029,201203,-9999,2.06
40029,201204,-9999,2.06
40029,201205,-9999,1.19
40029,201206,-9999,0.56
40029,201207,-9999,0
40029,201208,-9999,0.01
40029,201209,-9999,0
40029,201210,-9999,1.13
40029,201211,-9999,1.57
40029,201212,-9999,3.38
40029,201301,-0.97,0.73
40029,201302,-1.35,0.24
40029,201303,-1.34,0.42
40029,201304,-0.44,1
40029,201305,0.94,2.54
40029,201306,-0.43,0.54
40029,201307,-0.25,0.01
40029,201308,0.06,0.38
40029,201309,-0.48,0.09
40029,201310,-0.94,0.2
40029,201311,-1.33,0.68
40029,201312,-2.02,0.14
40029,201401,-1.29,0.41
40029,201402,1.06,2.65
40029,201403,1.76,3.52
40029,201404,-0.43,1.01
40029,201405,-1.3,0.3
40029,201406,-0.73,0.24
40029,201407,-0.17,0.09
40029,201408,-0.04,0.28
40029,201409,-0.24,0.33
40029,201410,0.35,1.49
40029,201411,0.05,2.06
40029,201412,0.7,2.86
40029,201501,-1.55,0.15
40029,201502,-0.01,1.58
40029,201503,-1.32,0.44
40029,201504,-0.39,1.05
40029,201505,0.78,2.38
40029,201506,-0.7,0.27
40029,201507,1.6,1.86
40029,201508,-9999,0
40029,201509,-0.16,0.41
40029,201510,-0.35,0.79
40029,201511,-0.32,1.69
40136,200001,-2.1,0.68
40136,200002,2.41,5.08
40136,200003,-1.71,1.49
40136,200004,-0.36,1.01
40136,200005,-0.22,0.24
40136,200006,-0.15,0.01
40136,200007,-0.13,0
40136,200008,0.3,0.53
40136,200009,-0.2,0.24
40136,200010,0.42,1.17
40136,200011,-1.04,1.07
40136,200012,-2.32,0
40136,200101,0.61,3.39
40136,200102,1.11,3.78
40136,200103,-2.23,0.97
40136,200104,0.31,1.68
40136,200105,-0.46,0
40136,200106,-0.16,0
40136,200107,-0.08,0.05
40136,200108,-0.23,0
40136,200109,-0.44,0
40136,200110,-0.75,0
40136,200111,-1.95,0.16
40136,200112,-0.62,1.7
40136,200201,-2.99,0.5
40136,200202,-3.28,0.16
40136,200203,-2.33,1.59
40136,200204,-0.65,0.61
40136,200205,-0.47,0
40136,200206,-0.2,0
40136,200207,-0.05,0.11
40136,200208,-0.27,0
40136,200209,0.03,0.45
40136,200210,-0.84,0.01
40136,200211,1.5,3.22
40136,200212,-9999,1.27
40136,200301,-3.35,0.14
40136,200302,1.7,5.14
40136,200303,-1.5,2.42
40136,200304,0.63,1.89
40136,200305,0.23,0.7
40136,200306,-0.05,0.15
40136,200307,-0.07,0.09
40136,200308,-0.12,0.15
40136,200309,-0.37,0.05
40136,200310,-0.85,0
40136,200311,-0.18,1.54
40136,200401,-3.28,0.21
40136,200402,1,4.44
40136,200403,-3.88,0.04
40136,200404,0.2,1.46
40136,200405,-0.47,0
40136,200406,-0.2,0
40136,200407,-0.16,0
40136,200408,-0.27,0
40136,200409,-0.42,0
40136,200410,4.11,4.96
40136,200411,-1.07,0.65
40136,200412,0.96,2.95
40136,200501,1.24,4.73
40136,200502,1.83,5.27
40136,200503,-2.15,1.77
40136,200505,-0.18,0.29
40136,200506,-0.2,0
40136,200508,-0.27,0
40136,200509,-0.42,0
40136,200512,-1.97,0.02
40136,200601,-3.19,0.3
40136,200605,-0.05,0.42
40136,200606,-0.2,0
40136,200607,0.11,0.27
40136,200608,-0.27,0
40136,200609,-0.42,0
40136,200610,-0.1,0.75
40136,200611,-1.62,0.1
40136,200612,-1.99,0
40136,200701,-2.67,0.82
40136,200702,-1.34,2.1
40136,200703,-3.92,0
40136,200704,-1.26,0
40136,200705,-0.39,0.08
40136,200707,-0.16,0
40136,200708,-0.27,0
40136,200709,-0.37,0.05
40136,200710,-0.85,0
40136,200711,-1.72,0
40136,200712,-0.54,1.45
40136,200801,0.95,4.44
40136,200802,-1.31,2.13
40136,200803,-3.74,0.18
40136,200805,0.1,0.57
40136,200806,-0.2,0
40136,200807,-0.16,0
40136,200808,-0.1,0.17
40136,200809,-0.42,0
40136,200811,-0.52,1.2
40136,200812,2.95,4.94
40136,200901,-3.35,0.14
40136,200902,1.03,4.47
40136,200903,-3.74,0.18
40136,200904,-0.82,0.44
40136,200905,-0.47,0
40136,200906,-0.2,0
40136,200907,-0.16,0
40136,200908,-0.27,0
40136,200909,-0.42,0
40136,200910,-0.77,0.08
40136,200911,-0.79,0.93
40136,200912,0.44,2.43
40136,201001,0.25,3.74
40136,201002,0.94,4.38
40136,201003,-2.96,0.96
40136,201004,1.35,2.61
40136,201005,-0.42,0.05
40136,201006,-0.2,0
40136,201007,-0.08,0.08
40136,201008,-0.27,0
40136,201009,0.16,0.58
40136,201010,1.95,2.8
40136,201011,0.16,1.88
40136,201012,5.75,7.74
40136,201101,-2.75,0.74
40136,201102,1.3,4.74
40136,201103,-1.4,2.52
40136,201104,-0.48,0.78
40136,201105,0.25,0.72
40136,201106,0.08,0.28
40136,201107,-0.05,0.11
40136,201108,-0.27,0
40136,201109,-0.22,0.2
40136,201110,-0.3,0.55
40136,201111,3.28,5
40136,201112,-0.62,1.37
40136,201201,-9999,0.81
40136,201202,-9999,1.97
40136,201203,-9999,3.51
40136,201204,-9999,2.77
40136,201205,-9999,0
40136,201206,-9999,0
40136,201207,-9999,0
40136,201208,-9999,0.18
40136,201209,-9999,0.18
40136,201210,-9999,0.32
40136,201211,-9999,0.59
40136,201212,-9999,3.45
40136,201301,-0.56,2.46
40136,201302,-2.21,1.39
40136,201303,-1.55,1.59
40136,201304,-1.12,0.12
40136,201305,0.33,0.69
40136,201306,-0.15,0
40136,201307,-0.15,0.08
40136,201308,-0.15,0
40136,201309,-0.27,0
40136,201310,0.2,0.94
40136,201311,-0.23,1.52
40136,201312,-1.34,0.77
40136,201401,-2.61,0.42
40136,201402,-2.44,1.15
40136,201403,-0.96,2.18
40136,201404,-0.2,1.04
40136,201405,-0.36,0
40136,201406,-0.15,0
40136,201407,-0.17,0.06
40136,201408,-0.03,0.12
40136,201409,-0.27,0
40136,201410,-0.74,0
40136,201411,-1.19,0.56
40136,201412,1.04,3.15
40136,201501,-1.45,1.58
40136,201502,-2.85,0.75
40136,201503,-1.83,1.31
40136,201504,-0.74,0.5
40136,201505,1.68,2.04
40136,201506,0.38,0.53
40136,201507,0.45,0.68
40136,201508,-0.14,0.01
40136,201509,0.59,0.86
40136,201510,0.11,0.85
40136,201511,-0.28,1.47
40144,200001,-3.03,1.19
40144,200002,5.17,9.43
40144,200003,-0.37,3.33
40144,200004,1.56,3.2
40144,200005,-0.2,0.17
40144,200006,-0.13,0
40144,200007,-0.02,0
40144,200008,-0.15,0.05
40144,200401,-2.79,1.79
40144,200402,2.76,7.75
40144,200403,-2.91,1.57
40144,200404,-1.01,0.46
40144,200405,-0.6,0
40144,200406,-0.22,0
40144,200407,-0.06,0
40144,200408,-0.19,0
40144,200409,-0.57,0
40144,200410,8.47,9.14
40144,200411,-0.74,0.99
40144,200412,6.04,8.52
40144,200501,13.33,17.91
40144,200502,10.29,15.28
40144,200503,-1.31,3.17
40144,200504,-0.51,0.96
40144,200505,-0.14,0.46
40144,200506,-0.22,0
40144,200507,-0.06,0
40144,200508,-0.18,0.01
40144,200509,-0.35,0.22
40144,200510,1.96,2.63
40144,200511,-1.49,0.24
40144,200601,0.08,4.66
40144,200602,-1.67,3.32
40144,200603,0.5,4.98
40144,200604,2.71,4.18
40144,200605,0.3,0.9
40144,200606,-0.22,0
40144,200607,-0.06,0
40144,200608,-0.19,0
40144,200609,-0.57,0
40144,200612,-1.59,0.89
40144,200701,-3.66,0.92
40144,200702,-2.15,2.84
40144,200703,-4.34,0.14
40144,200704,-0.41,1.06
40144,200705,-0.6,0
40144,200706,-0.22,0
40144,200707,0.03,0.09
40144,200708,-0.19,0
40144,200709,0.87,1.44
40144,200710,-0.29,0.38
40144,200711,-1.73,0
40144,200712,1.19,3.67
40144,200801,10.13,14.71
40144,200802,-3.13,1.86
40144,200804,-1.47,0
40144,200805,-0.22,0.38
40144,200806,-0.22,0
40144,200807,-0.06,0
40144,200808,-0.19,0
40144,200809,-0.53,0.04
40144,200810,-0.6,0.07
40144,200811,2.41,4.14
40144,200812,0.31,2.79
40144,200901,-3.56,1.02
40144,200902,2.24,7.23
40144,200903,-4.01,0.47
40144,200904,-1.29,0.18
40144,200905,-0.4,0.2
40144,200906,0.08,0.3
40144,200907,-0.06,0
40144,200908,-0.19,0
40144,200909,-0.57,0
40144,200911,-1.64,0.09
40144,200912,1.7,4.18
40144,201001,4.22,8.8
40144,201002,1.3,6.29
40144,201003,-3.2,1.28
40144,201004,0.79,2.26
40144,201005,-0.48,0.12
40144,201006,-0.22,0
40144,201007,-0.06,0
40144,201008,-0.19,0
40144,201009,-0.52,0.05
40144,201010,2.19,2.86
40144,201011,-0.43,1.3
40144,201012,9.77,12.25
40144,201108,-0.19,0
40144,201109,-0.56,0
40144,201206,-9999,0
40144,201207,-9999,0
40144,201208,-9999,0.26
40144,201209,-9999,0
40144,201212,-9999,3.53
40144,201301,-9999,1.66
40144,201302,-9999,0.69
40144,201303,-9999,1.18
40144,201304,-9999,0.32
40144,201305,-9999,1.75
40144,201306,-9999,0
40144,201307,-9999,0
40144,201308,-9999,0
40144,201309,-9999,0
40144,201310,-9999,0.24
40144,201311,-9999,0.73
40144,201312,-9999,0.65
40144,201401,-9999,0.09
40144,201402,-9999,2.27
40144,201403,-9999,2.5
40144,201404,-9999,0.56
40144,201405,-9999,0
40144,201406,-9999,0
40144,201407,-9999,0
40144,201408,-9999,0.02
40144,201409,-9999,0
40144,201410,-9999,0
40144,201411,-9999,0.62
40144,201412,-9999,5.47
40144,201501,-9999,0.9
40144,201502,-9999,1.35
40144,201503,-9999,0.56
40144,201504,-9999,0.35
40144,201505,-9999,1.79
40144,201506,-9999,0.06
40144,201507,-9999,0.92
40144,201508,-9999,0
40144,201509,-9999,2.38
40144,201510,-9999,0.53
40144,201511,-9999,0.19
40161,200001,0.71,2.1
40161,200002,-0.3,0.89
40161,200003,0.13,1.4
40161,200004,-0.29,0.77
40161,200005,0.6,1.75
40161,200006,-0.82,0.08
40161,200007,0.18,0.41
40161,200008,-0.48,0
40161,200009,-0.42,0.15
40161,200010,0.77,1.62
40161,200011,-0.84,0.71
40161,200012,-1.09,0.28
40161,200101,-1.11,0.28
40161,200102,-0.65,0.54
40161,200103,-0.57,0.7
40161,200104,0.36,1.42
40161,200105,-1.15,0
40161,200106,-0.69,0.21
40161,200107,0.08,0.31
40161,200108,-0.45,0.03
40161,200109,0.22,0.79
40161,200110,-0.58,0.27
40161,200111,1.06,2.61
40161,200112,0.49,1.86
40161,200201,-0.53,0.79
40161,200202,0.43,1.71
40161,200203,-1.1,0.45
40161,200204,0.14,1.25
40161,200205,-1,0.32
40161,200206,-0.79,0
40161,200207,-0.27,0.03
40161,200208,-0.37,0
40161,200209,-0.56,0.1
40161,200210,-0.67,0.06
40161,200211,-0.22,1.25
40161,200212,-0.37,0.86
40161,200301,-0.57,0.75
40161,200302,-0.32,0.96
40161,200303,0.21,1.76
40161,200304,0.73,1.84
40161,200305,0.72,2.04
40161,200306,-0.72,0.07
40161,200307,0.2,0.5
40161,200308,0.58,0.95
40161,200309,-0.42,0.24
40161,200310,-0.73,0
40161,200311,0.76,2.23
40161,200401,-0.36,0.96
40161,200402,0.3,1.58
40161,200403,-0.84,0.71
40161,200404,-0.08,1.03
40161,200405,0.27,1.59
40161,200406,-0.47,0.32
40161,200407,-0.3,0
40161,200408,0.38,0.75
40161,200409,-0.28,0.38
40161,200410,2.41,3.14
40161,200411,0.59,2.06
40161,200412,-9999,0.47
40161,200501,-0.28,1.04
40161,200502,-0.53,0.75
40161,200503,-0.25,1.3
40161,200504,0.4,1.51
40161,200505,1.89,3.21
40161,200506,-0.48,0.31
40161,200507,-0.3,0
40161,200508,-0.37,0
40161,200509,0.12,0.78
40161,200510,0.03,0.76
40161,200511,0.45,1.92
40161,200512,2.75,3.98
40161,200601,0.11,1.43
40161,200602,-0.04,1.24
40161,200603,0.48,2.03
40161,200604,1.31,2.42
40161,200605,-0.86,0.46
40161,200606,-0.72,0.07
40161,200607,-0.23,0.07
40161,200608,-0.29,0.08
40161,200609,-0.66,0
40161,200611,-0.32,1.15
40161,200612,-0.41,0.82
40161,200701,-0.96,0.36
40161,200702,0.4,1.68
40161,200703,-0.89,0.66
40161,200704,0.61,1.72
40161,200705,-1.05,0.27
40161,200706,-0.28,0.51
40161,200707,-0.24,0.06
40161,200708,-0.31,0.06
40161,200709,0.39,1.05
40161,200710,1.4,2.13
40161,200711,-0.64,0.83
40161,200712,-9999,0.49
40161,200801,0.36,1.68
40161,200802,-0.39,0.89
40161,200804,-0.47,0.64
40161,200805,1.47,2.79
40161,200806,-0.6,0.19
40161,200807,-0.25,0.05
40161,200808,-0.37,0
40161,200809,-0.51,0.15
40161,200810,-0.3,0.43
40161,200812,0.25,1.48
40161,200901,-0.53,0.79
40161,200902,-0.33,0.95
40161,200903,-9999,0.91
40161,200904,0.36,1.47
40161,200905,-0.89,0.43
40161,200906,0.96,1.75
40161,200907,-0.3,0
40161,200908,-0.02,0.35
40161,200909,-0.66,0
40161,200910,0.45,1.18
40161,200911,-0.49,0.98
40161,200912,-0.78,0.45
40161,201001,-0.09,1.23
40161,201002,-1.02,0.26
40161,201003,-0.02,1.53
40161,201004,0.04,1.15
40161,201005,0.32,1.64
40161,201006,-0.02,0.77
40161,201007,-0.3,0
40161,201008,-0.06,0.31
40161,201009,-0.13,0.53
40161,201010,1.35,2.08
40161,201011,-0.28,1.19
40161,201012,1.65,2.88
40161,201101,-1.08,0.24
40161,201102,-0.59,0.69
40161,201103,-0.56,0.98
40161,201104,0.07,1.18
40161,201105,-0.53,0.79
40161,201106,0.04,0.83
40161,201107,-0.3,0
40161,201108,-0.37,0
40161,201109,-0.66,0
40161,201110,-0.48,0.25
40161,201111,-1.3,0.17
40161,201112,-1.09,0.14
40161,201201,-9999,0.36
40161,201202,-9999,0.73
40161,201203,-9999,1.13
40161,201204,-9999,1.6
40161,201205,-9999,0.89
40161,201206,-9999,0.46
40161,201207,-9999,0
40161,201208,-9999,0.09
40161,201209,-9999,0
40161,201210,-9999,0.18
40161,201211,-9999,1.44
40161,201212,-9999,1.13
40161,201301,-0.68,0.56
40161,201302,-0.86,0.36
40161,201303,-1.27,0.17
40161,201304,0.45,1.61
40161,201305,0.34,1.78
40161,201306,-0.34,0.44
40161,201308,0.56,0.91
40161,201309,-0.04,0.47
40161,201310,-0.84,0.01
40161,201311,-1.54,0.18
40161,201312,-1.41,0.09
40161,201401,-1.11,0.13
40161,201402,-0.07,1.14
40161,201403,0.9,2.34
40161,201404,-0.55,0.61
40161,201405,-0.94,0.5
40161,201406,-0.38,0.4
40161,201407,-0.12,0.12
40161,201408,0.06,0.4
40161,201409,-0.24,0.27
40161,201410,0.5,1.35
40161,201411,-1.05,0.67
40161,201412,0.71,2.21
40161,201501,-1.03,0.21
40161,201502,-0.23,0.99
40161,201503,-0.75,0.69
40161,201504,-0.75,0.41
40161,201505,1.36,2.8
40161,201506,-0.25,0.53
40161,201507,0.35,0.59
40161,201509,-0.13,0.38
40174,200902,-9999,0.37
40174,200903,-9999,0
40174,200904,-9999,0
40174,200905,-9999,0
40174,200906,-9999,0
40174,200907,-9999,0
40174,200908,-9999,0
40174,200909,-9999,0.05
40174,200910,-9999,0
40174,200911,-9999,0
40174,200912,-9999,0.6
40174,201001,-9999,2.25
40174,201002,-9999,0.83
40174,201003,-9999,0.67
40174,201004,-9999,0
40174,201005,-9999,0
40174,201006,-9999,0
40174,201007,-9999,0
40174,201008,-9999,0
40174,201009,-9999,0
40174,201010,-9999,0.78
40174,201011,-9999,0
40174,201012,-9999,1.5
40176,201002,-9999,0.81
40176,201003,-9999,0.62
40176,201004,-9999,0
40176,201005,-9999,0
40176,201006,-9999,0
40176,201007,-9999,0
40176,201008,-9999,0
40176,201009,-9999,0
40176,201010,-9999,0.53
40176,201011,-9999,0
40176,201012,-9999,1.77
40176,201101,-9999,0
40176,201102,-9999,0.14
40176,201103,-9999,0
40176,201104,-9999,0.04
40176,201105,-9999,0
40176,201106,-9999,0
40176,201107,-9999,0.25
40176,201108,-9999,-9999
40176,201109,-9999,0.53
40176,201110,-9999,0
40176,201111,-9999,0.06
40176,201112,-9999,0.11
40176,201201,-9999,0.02
40176,201202,-9999,0.04
40176,201203,-9999,0.01
40176,201204,-9999,0.3
40176,201205,-9999,0
40176,201206,-9999,0
40176,201208,-9999,1.21
40176,201209,-9999,0
40176,201210,-9999,0.15
40176,201211,-9999,0
40176,201212,-9999,0.95
40176,201301,-9999,0.41
40176,201302,-9999,0
40176,201303,-9999,0.25
40176,201304,-9999,0
40176,201305,-9999,0
40176,201306,-9999,0
40176,201307,-9999,0.08
40176,201308,-9999,0.42
40176,201309,-9999,0.32
40176,201310,-9999,0.03
40176,201311,-9999,0
40176,201312,-9999,0.11
40176,201501,-9999,0.3
40176,201502,-9999,0
40176,201503,-9999,0.25
40176,201504,-9999,0.05
40176,201505,-9999,0
40176,201506,-9999,0
40176,201507,-9999,0.28
40176,201508,-9999,0.06
40176,201509,-9999,0.1
40176,201510,-9999,0.83
40176,201511,-9999,0.03
40192,200001,-9999,0.96
40192,200002,-9999,4.5
40192,200003,-9999,1.1
40192,200004,-9999,1.79
40192,200005,-9999,0
40192,200006,-9999,0
40192,200007,-9999,0
40192,200008,-9999,0
40192,200009,-9999,0.12
40192,200010,-9999,1.71
40192,200011,-9999,0
40192,200012,-9999,0.02
40192,200101,-9999,2.26
40192,200102,-9999,4.62
40192,200103,-9999,0.59
40192,200104,-9999,0.69
40192,200105,-9999,0
40192,200106,-9999,0.02
40192,200107,-9999,0
40192,200108,-9999,0
40192,200109,-9999,0
40192,200110,-9999,0
40192,200111,-9999,1.12
40192,200112,-9999,1.45
40192,200201,-2.13,0.34
40192,200202,-2.71,0.15
40192,200203,-2.24,0.31
40192,200204,-0.44,0.22
40192,200205,0.1,0.23
40192,200206,-0.09,0
40192,200207,-0.03,0
40192,200208,-0.01,0
40192,200209,-0.06,0
40192,200210,-0.18,0.08
40192,200211,1.09,1.91
40192,200212,1.25,2.54
40192,200301,-2.43,0.04
40192,200302,1.13,3.99
40192,200303,0.72,3.27
40192,200304,1.3,1.96
40192,200305,0.59,0.72
40192,200306,-0.08,0.01
40192,200307,0.12,0.15
40192,200308,-0.01,0
40192,200309,-0.06,0
40192,200310,-0.26,0
40192,200311,-0.2,0.62
40192,200312,-0.18,1.11
40192,200401,-2.18,0.29
40192,200402,2.4,5.26
40192,200403,-1.94,0.61
40192,200404,0.27,0.93
40192,200405,-0.13,0
40192,200406,-0.09,0
40192,200407,-0.03,0
40192,200408,-0.01,0
40192,200409,-0.06,0
40192,200410,6.59,6.85
40192,200411,0.35,1.17
40192,200412,1.9,3.19
40192,200501,5.71,8.18
40192,200502,5.8,8.66
40192,200503,-1.31,1.24
40192,200504,0.45,1.11
40192,200505,0.11,0.24
40192,200506,-0.08,0.01
40192,200508,-0.01,0
40192,200509,0.27,0.33
40192,200511,-0.74,0.08
40192,200512,-0.49,0.8
40192,200601,-1.47,1
40192,200602,-1.08,1.78
40192,200604,1.34,2
40192,200605,0.99,1.12
40192,200606,-0.07,0.02
40192,200607,0.05,0.08
40192,200608,0.1,0.11
40192,200609,-0.06,0
40192,200610,-0.19,0.07
40192,200611,-0.82,0
40192,200612,-0.61,0.68
40192,200701,-2.35,0.12
40192,200702,-1.66,1.2
40192,200703,-2.55,0
40192,200704,-0.3,0.36
40192,200705,-0.13,0
40192,200706,-0.09,0
40192,200707,-0.03,0
40192,200709,0.2,0.26
40192,200710,0.14,0.4
40192,200711,-0.82,0
40192,200712,-0.27,1.02
40192,200801,1.98,4.45
40192,200802,-1.61,1.25
40192,200803,-2.51,0.04
40192,200804,-0.66,0
40192,200805,1.02,1.15
40192,200809,-0.06,0
40192,200810,-0.26,0
40192,200811,0.8,1.62
40192,200812,1.76,3.05
40192,200904,-0.66,0
40192,200905,-0.13,0
40192,200906,-0.04,0.05
40192,200907,0.25,0.28
40192,200908,-0.01,0
40192,200909,-0.06,0
40192,200910,0.32,0.58
40192,200911,-0.82,0
40192,200912,3.36,4.65
40192,201001,15.28,17.75
40192,201002,1.08,3.94
40192,201003,-2.37,0.18
40192,201004,0.32,0.98
40192,201005,-0.13,0
40192,201006,0.05,0.14
40192,201007,-0.03,0
40192,201008,-0.01,0
