STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DPNP,DPNT,TPCP,MMXT,MMNT,MNTM
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201201,-9999,-9999,2.49,59.7,35.6,47.7
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201202,-9999,-9999,-9999,-9999,37.4,-9999
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201203,-9999,-9999,-9999,65.6,41.5,53.6
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201204,-9999,-9999,-9999,73.1,44.4,58.8
COOP:045032,LODI CA US,12.2,38.10611,-121.28778,201205,-9999,-9999,-9999,82.9,50.8,66.9
COOP:045032,LODI CA US,12.2,38.1061,-121.2877,201212,-9999,-9999,6.60,56.9,40.2,48.6
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201201,-9999,-9999,6.29,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201202,-9999,-9999,2.04,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201203,-9999,-9999,6.98,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201204,-9999,-9999,3.46,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201205,-9999,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201206,-9999,-9999,1.75,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201207,-9999,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201208,-9999,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201209,-9999,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201210,-9999,-9999,0.78,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201211,-9999,-9999,7.38,-9999,-9999,-9999
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201201,-9999,-9999,0.90,61.0,36.2,48.6
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201202,-9999,-9999,1.81,60.8,40.5,50.7
