STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DPNP,DPNT,TPCP,MMXT,MMNT,MNTM
COOP:045032,LODI CA US,12.2,38.1061,-121.2877,201402,0.70,2.4,4.01,63.4,44.4,53.9
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201401,-9999,-9999,0.75,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201402,-9999,-9999,9.68,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201403,-9999,-9999,6.94,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201404,-9999,-9999,1.12,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201405,-9999,-9999,0.50,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201406,-9999,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201407,-9999,-9999,0.25,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201408,-9999,-9999,0.00,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201409,-9999,-9999,2.54,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201410,-9999,-9999,2.21,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201411,-9999,-9999,4.70,-9999,-9999,-9999
COOP:041907,COLEMAN FISHERIES CA US,128,40.4,-122.1433,201412,-9999,-9999,14.29,-9999,-9999,-9999
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201401,-5.80,7.8,0.56,65.3,42.7,54.0
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201402,-1.35,2.6,4.93,60.9,43.1,52.0
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201403,-0.85,3.2,4.96,66.3,45.3,55.8
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201404,-1.08,2.9,1.79,71.2,47.7,59.5
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201405,-1.12,3.8,0.46,81.2,54.6,67.9
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201406,-0.37,2.1,0.00,88.3,58.8,73.5
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201407,0.01,2.5,0.01,94.3,66.1,80.2
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201408,-0.07,-0.1,0.00,89.8,63.8,76.8
COOP:040383,AUBURN CA US,393.8,38.9072,-121.0838,201409,0.37,0.8,0.97,86.2,60.0,73.1
