STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DPNP,DPNT,TPCP,MMXT,MMNT,MNTM
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201106,2.17,-4.6,2.41,-9999,50.3,-9999
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201107,-0.01,-2.6,0.00,-9999,52.9,-9999
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201108,-0.12,-3.6,0.00,-9999,51.8,-9999
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201109,-0.50,0.3,0.00,-9999,52.1,-9999
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201110,0.21,0.0,2.54,-9999,50.9,-9999
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201111,-3.96,-2.6,3.51,-9999,43.3,-9999
COOP:044500,KENTFIELD CA US,44.2,37.95694,-122.54389,201112,-7.17,0.5,0.12,-9999,39.3,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201104,-9999,-9999,0.00,-9999,-9999,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201106,-9999,-9999,0.04,-9999,-9999,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201107,-9999,-9999,0.00,-9999,-9999,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201108,-9999,-9999,0.01,-9999,-9999,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201109,-9999,-9999,0.00,-9999,-9999,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201110,-9999,-9999,0.23,-9999,-9999,-9999
COOP:044863,LEBEC CA US,1092.7,34.8328,-118.865,201111,-9999,-9999,0.92,-9999,-9999,-9999
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,201101,-9999,1.8,0.70,60.0,40.4,50.2
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,201102,0.32,-2.1,4.36,60.4,38.7,49.6
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,201103,2.06,-0.5,5.43,62.6,45.2,53.9
COOP:047339,REDWOOD CITY CA US,9.4,37.47667,-122.23861,201104,-0.89,-1.8,0.18,65.6,46.0,55.8
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201105,-0.09,-3.4,0.34,68.8,47.4,58.1
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201106,-9999,-1.6,1.04,75.9,52.3,64.1
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201107,-0.03,-0.4,0.00,78.9,56.2,67.6
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201108,-0.10,-0.1,0.00,79.2,56.1,67.7
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201109,-0.21,2.3,0.00,81.2,55.1,68.2
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201110,-9999,2.4,0.97,75.1,51.5,63.3
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201111,-9999,-0.7,1.21,62.5,42.2,52.4
COOP:047339,REDWOOD CITY CA US,9.4,37.4767,-122.2386,201112,-2.89,0.1,0.04,60.4,35.7,48.1
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201101,-7.64,3.5,1.12,59.3,38.4,48.9
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201102,-4.21,-2.8,4.22,54.3,35.0,44.7
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201103,8.36,-4.4,16.07,52.5,37.5,45.0
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201104,-1.63,-2.3,1.56,62.3,41.3,51.8
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201105,0.31,-6.5,2.00,65.7,43.2,54.5
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201106,1.68,-2.9,2.27,78.0,54.3,66.2
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201107,-0.19,-1.4,0.00,87.4,60.2,73.8
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201108,-0.23,2.7,0.00,90.8,63.0,76.9
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201109,-1.08,6.4,0.00,89.0,62.8,75.9
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201110,0.43,1.9,3.01,73.8,51.8,62.8
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201111,-4.66,1.0,1.78,60.4,41.0,50.7
COOP:041912,COLFAX CA US,725.4,39.0911,-120.948,201112,-6.91,4.3,0.11,59.8,38.5,49.2
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201101,-1.79,-9999,0.18,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201102,-0.40,-9999,1.44,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201103,0.89,-9999,2.79,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201104,1.01,-9999,2.23,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201105,0.57,-9999,2.16,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201106,-0.60,-9999,0.40,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201107,-0.36,-9999,0.01,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201108,-0.43,-9999,0.00,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201109,-0.80,-9999,0.07,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201110,-0.77,-9999,0.39,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201111,-0.97,-9999,0.85,-9999,-9999,-9999
COOP:040029,ADIN RANGER STATION CA US,1278.6,41.1936,-120.9447,201112,-1.54,-9999,0.18,-9999,-9999,-9999
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201101,-0.86,3.6,0.02,58.6,24.5,41.6
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201102,-0.03,-1.9,0.94,56.1,24.8,40.5
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201103,0.38,0.2,1.00,64.6,31.2,47.9
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201104,-0.20,-1.3,0.04,71.0,34.6,52.8
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201105,-0.20,-4.5,0.06,76.9,39.1,58.0
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201106,-0.20,-2.3,0.01,88.7,48.9,68.8
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201107,-0.09,-2.0,0.08,96.7,52.9,74.8
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201108,-9999,0.2,0.00,97.9,52.0,75.0
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201109,-0.12,1.8,0.16,90.2,47.9,69.1
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201110,0.54,1.2,0.74,77.7,37.9,57.8
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201111,-0.30,-4.3,0.14,57.7,23.3,40.5
COOP:040822,BISHOP AIRPORT CA US,1250.3,37.3711,-118.358,201112,-9999,-1.7,0.00,55.1,17.4,36.3
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201101,-9999,1.8,-9999,-9999,-9999,-9999
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201102,-9999,-2.5,-9999,38.8,-9999,22.1
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201103,-9999,-1.1,-9999,40.7,13.7,27.2
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201104,-9999,-9999,-9999,-9999,18.1,-9999
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201105,-9999,-9999,-9999,-9999,21.3,-9999
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201106,-9999,-9999,-9999,-9999,28.8,-9999
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201107,-9999,-1.6,-9999,76.8,31.8,54.3
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201108,-9999,-0.8,-9999,77.1,31.1,54.1
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201111,-9999,-2.1,-9999,45.7,10.4,28.1
COOP:040943,BODIE CA US,2551.2,38.2119,-119.0142,201112,-9999,-1.1,-9999,42.0,3.0,22.5
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201101,-9999,-9999,-9999,61.7,-9999,-9999
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201102,-9999,-3.3,-9999,61.7,38.3,50.0
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201103,-9999,-1.7,-9999,64.4,44.4,54.4
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201104,-9999,-2.9,-9999,68.5,45.3,56.9
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201105,-9999,-4.0,-9999,73.6,47.2,60.4
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201106,-9999,-3.3,-9999,79.3,52.3,65.8
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201107,-0.06,-1.5,0.00,85.7,55.3,70.5
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201108,-0.05,-2.8,0.00,84.2,54.0,69.1
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201109,-0.33,0.3,0.00,86.8,54.0,70.4
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201110,-9999,0.5,-9999,78.9,50.7,64.8
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201111,-9999,-1.5,1.53,66.0,41.4,53.7
COOP:043417,GILROY CA US,59.1,37.00667,-121.56333,201112,-9999,-0.3,0.05,63.4,34.3,48.9
COOP:046252,NORTH FORK RANGER STATION CA US,806.2,37.23278,-119.50972,201103,3.68,-9999,9.85,-9999,-9999,-9999
COOP:046252,NORTH FORK RANGER STATION CA US,806.2,37.23278,-119.50972,201108,-9999,-9999,0.00,92.4,55.0,73.7
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201101,-7.93,2.6,3.23,52.1,35.3,43.7
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201102,-3.59,-2.5,7.04,49.3,-9999,-9999
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201103,17.44,-4.2,26.90,48.6,33.9,41.3
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201104,-0.98,-1.9,3.14,59.5,-9999,-9999
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201105,1.99,-4.2,4.24,63.4,-9999,-9999
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201106,1.94,-2.4,2.63,73.3,51.2,62.3
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201107,-0.19,-0.3,0.00,83.3,57.6,70.5
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201108,-0.28,2.1,0.00,86.1,58.7,72.4
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201109,-1.17,6.3,0.03,85.0,58.1,71.6
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201110,2.00,0.7,4.90,68.3,47.2,57.8
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201111,-4.72,-0.2,3.02,54.2,37.6,45.9
COOP:046136,NEVADA CITY CA US,847.6,39.2466,-121.0008,201112,-8.44,1.3,0.24,51.1,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201101,-9999,-9999,0.01,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201102,-9999,-9999,1.89,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201103,-9999,-9999,0.46,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201104,-9999,-9999,0.10,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201105,-9999,-9999,0.00,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201106,-9999,-9999,0.00,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201107,-9999,-9999,0.42,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201108,-9999,-9999,0.57,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201109,-9999,-9999,0.97,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201110,-9999,-9999,0.00,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201111,-9999,-9999,0.14,-9999,-9999,-9999
COOP:049884,YUCCA MESA CA US,1050,34.2182,-116.4073,201112,-9999,-9999,0.20,-9999,-9999,-9999
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201101,-9999,-1.5,4.51,52.6,32.2,42.4
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201102,-4.41,-3.4,5.31,53.6,31.9,42.8
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201103,-9999,-0.2,14.37,54.6,39.5,47.1
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201104,-9999,-1.4,6.13,60.6,34.0,47.3
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201105,-9999,-1.7,3.74,59.2,41.4,50.3
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201106,-9999,-9999,3.99,-9999,44.8,-9999
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201107,-9999,-1.2,0.88,67.6,46.5,57.1
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201108,-9999,-4.2,0.19,67.0,42.6,54.8
COOP:046498,ORICK PRAIRIE CA US,48.8,41.3619,-124.0191,201111,-9999,0.5,5.53,61.0,35.6,48.3
COOP:045280,MAMMOTH LAKES RANGER STATION CA US,2378.7,37.6478,-118.9617,201101,-9999,-9999,-9999,42.8,-9999,-9999
